SessionNum,ReelIndex,StartTime,EndTime,DwellTime,TimePeriod,AvgScrollSpeed,MaxScrollSpeed,RollingMean,RollingStd,CumulativeReels,ScrollStreak,Liked,Commented,Shared,Saved,LikeLatency,CommentLatency,ShareLatency,SaveLatency,InteractionDwellRatio,ScrollDirection,BackScrollCount,ScrollPauseCount,ScrollPauseDurationMs,SwipeCompletionRatio,HasCaption,CaptionExpanded,HasAudio,IsAd,AdSkipLatencyMs,AppExitAttempts,ReturnLatencyS,NotificationsDismissed,NotificationsActedOn,ProfileVisits,ProfileVisitDurationS,HashtagTaps,AmbientLuxStart,AmbientLuxEnd,LuxDelta,IsScreenInDarkRoom,AccelVariance,MicroMovementRms,PostureShiftCount,IsStationary,DeviceOrientation,BatteryStart,BatteryDeltaPerSession,IsCharging,Headphones,AudioOutputType,PreviousApp,PreviousAppDurationS,PreviousAppCategory,DirectLaunch,TimeSinceLastSessionMin,DayOfWeek,IsHoliday,ScreenOnCount1hr,ScreenOnDuration1hr,NightMode,DND,SessionTriggeredByNotif,DwellTimeZscore,DwellTimePctile,DwellAcceleration,SessionDwellTrend,EarlyVsLateRatio,InteractionRate,InteractionBurstiness,LikeStreakLength,InteractionDropoff,SavedWithoutLike,CommentAbandoned,ScrollIntervalCV,ScrollBurstDuration,InterBurstRestDuration,ScrollRhythmEntropy,UniqueAudioCount,RepeatContentFlag,ContentRepeatRate,CircadianPhase,SleepProxyScore,EstimatedSleepDurationH,ConsistencyScore,IsWeekend,PostSessionRating,IntendedAction,ActualVsIntendedMatch,RegretScore,MoodBefore,MoodAfter,MoodDelta,SleepStart,SleepEnd,PreviousContext,DelayedRegretScore,ComparativeRating,MorningRestScore
1,16,2025-11-19 22:07:31,22:07:32,1.009,Night,10.385,14.929,1.84,0.547,16,16,0,0,0,0,-1.0,-1.0,-1.0,-1.0,0.0,1,0,1,675,0.678,1,0,1,0,-1,0,0.0,0,1,0,4.51,0,0.0,0.0,0.0,1,0.1175,0.099,1,0,1,85.0,0.301,1,0,BLUETOOTH,com.example.app,5.0,social,0,199.24,4,0,9,1330,1,1,0,-1.581,13.64,0.122,-0.0434,1.46,0.0,0.1446,1,-0.0455,0,0,1.9834,249,131,1.8528,2,1,0.5609,0.9215,0.0,7.6,0.573,0,2,Quick break (intentional),0,3,7,3,1,23,7,Boredom,4,2,0.711
1,17,2025-11-19 22:07:32,22:07:33,1.544,Night,11.053,13.658,1.823,0.535,17,17,0,0,0,0,-1.0,-1.0,-1.0,-1.0,0.0,1,0,1,799,0.644,1,0,1,0,-1,0,0.0,1,0,0,4.17,0,0.0,11.63,11.63,1,0.0514,0.0988,0,1,1,85.0,0.301,1,0,WIRED,com.example.app,5.0,other,1,199.24,4,0,8,1283,1,0,0,-0.477,31.82,0.535,-0.0434,1.46,0.0,1.0497,1,-0.0455,0,0,0.7534,252,185,2.0926,2,1,0.1851,0.9215,0.0,4.93,0.547,0,2,Quick break (intentional),0,3,7,3,1,23,7,After meal,4,2,0.431
1,18,2025-11-19 22:07:33,22:07:35,1.344,Night,10.747,12.197,1.796,0.531,18,18,0,0,0,0,-1.0,-1.0,-1.0,-1.0,0.0,1,0,0,0,0.846,1,0,1,0,-1,0,0.0,0,0,0,5.97,0,0.0,20.11,20.11,1,0.1262,0.1696,0,1,2,85.0,0.301,0,0,SPEAKER,com.example.app,216.75,social,1,199.24,4,0,8,1346,1,1,0,-0.89,22.73,-0.2,-0.0434,1.46,0.0,1.1041,1,-0.0455,0,0,1.4201,412,70,1.9326,5,1,0.415,0.9215,0.0,6.65,0.672,0,2,Quick break (intentional),0,3,7,3,1,23,7,Work / Study,4,2,0.605
1,19,2025-11-19 22:07:35,22:07:36,1.571,Night,10.091,10.931,1.784,0.52,19,17,0,0,0,0,-1.0,-1.0,-1.0,-1.0,0.0,1,0,0,0,0.777,1,0,1,0,-1,0,0.0,1,0,1,1.27,0,0.0,0.0,0.0,1,0.142,0.1164,0,1,1,85.0,0.301,0,1,BLUETOOTH,com.example.app,162.33,productivity,0,199.24,4,0,10,1481,1,1,0,-0.422,36.36,0.227,-0.0434,1.46,0.0,0.9967,1,-0.0455,0,0,1.5652,223,188,1.9069,2,0,0.5671,0.9215,0.0,7.56,0.771,0,2,Quick break (intentional),0,3,7,3,1,23,7,Boredom,4,2,0.478
1,20,2025-11-19 22:07:36,22:07:38,1.742,Night,10.376,13.813,1.782,0.507,20,20,0,0,0,0,-1.0,-1.0,-1.0,-1.0,0.0,1,0,0,0,0.603,1,0,1,0,-1,0,0.0,1,0,0,3.45,0,0.0,8.68,8.68,1,0.1186,0.1277,0,1,1,85.0,0.301,0,0,SPEAKER,com.example.app,84.68,other,0,199.24,4,0,9,1144,1,1,0,-0.069,45.45,0.171,-0.0434,1.46,0.0,0.8125,1,-0.0455,0,0,1.0298,433,216,1.8286,5,0,0.4018,0.9215,0.0,5.0,0.51,0,2,Quick break (intentional),0,3,7,3,1,23,7,After meal,4,2,0.344
1,21,2025-11-19 22:07:38,22:07:39,1.597,Night,9.884,11.359,1.773,0.496,21,21,0,0,0,0,-1.0,-1.0,-1.0,-1.0,0.0,1,0,1,626,0.685,1,0,1,0,-1,0,0.0,0,0,0,6.89,0,0.0,0.0,0.0,1,0.0605,0.1059,1,1,1,85.0,0.301,0,0,BLUETOOTH,com.example.app,102.06,other,0,199.24,4,0,9,1358,1,0,1,-0.368,40.91,-0.145,-0.0434,1.46,0.0,0.4269,1,-0.0455,0,0,1.1563,300,163,2.0386,3,0,0.5368,0.9215,0.0,7.34,0.673,0,2,Quick break (intentional),0,3,7,3,1,23,7,Work / Study,4,2,0.611
1,22,2025-11-19 22:07:39,22:07:41,1.818,Night,10.715,11.256,1.775,0.485,22,20,0,0,0,0,-1.0,-1.0,-1.0,-1.0,0.0,1,0,0,0,0.613,1,0,1,1,1384,0,0.0,0,0,0,4.01,0,0.0,0.0,0.0,1,0.0977,0.1042,1,1,2,85.0,0.301,0,0,BLUETOOTH,com.example.app,181.72,other,0,199.24,4,0,9,1332,1,1,0,0.088,50.0,0.221,-0.0434,1.46,0.0,1.2425,1,-0.0455,0,0,0.3801,305,163,2.026,4,1,0.5119,0.9215,0.0,6.79,0.636,0,2,Quick break (intentional),0,3,7,3,1,23,7,Transit,4,2,0.569
2,1,2025-11-20 22:34:27,22:34:29,1.504,Night,8.91,9.087,1.504,0.0,1,1,0,0,0,0,-1.0,-1.0,-1.0,-1.0,0.0,1,0,0,0,0.695,1,0,0,0,-1,0,0.0,0,0,0,7.06,0,1.64,0.0,-1.64,1,0.1405,0.1978,1,1,1,84.6,0.14,1,1,SPEAKER,com.example.app,114.42,other,0,222.24,5,0,7,1131,1,1,0,-0.038,60.87,0.0,-0.0235,1.214,0.0,0.9281,0,-0.0435,0,0,0.9994,348,100,1.2052,1,1,0.1503,0.9403,0.0,4.44,0.752,0,2,Bored / Nothing to do,2,3,7,2,2,23,7,Transit,4,4,0.591
2,2,2025-11-20 22:34:29,22:34:31,2.165,Night,10.306,10.527,1.835,0.33,2,2,0,0,0,0,-1.0,-1.0,-1.0,-1.0,0.0,1,0,1,619,0.642,1,0,1,1,2510,0,0.0,0,0,0,6.09,0,1.64,0.0,-1.64,1,0.0382,0.1136,0,1,1,84.6,0.14,1,0,SPEAKER,com.example.app,41.01,other,1,222.24,5,0,13,1212,1,0,0,1.43,91.3,0.661,-0.0235,1.214,0.0,1.0526,0,-0.0435,0,0,1.1972,355,90,1.6029,4,0,0.6047,0.9403,0.0,7.09,0.548,0,2,Bored / Nothing to do,2,3,7,2,2,23,7,Before sleep,4,4,0.454
2,3,2025-11-20 22:34:31,22:34:33,1.658,Night,9.977,10.828,1.776,0.282,3,1,1,0,0,0,0.76,-1.0,-1.0,-1.0,0.603,1,0,0,0,0.635,1,0,1,1,1424,0,0.0,0,0,0,0.85,0,1.64,0.0,-1.64,1,0.0719,0.1226,0,1,1,84.6,0.14,1,0,BLUETOOTH,com.example.app,15.25,other,1,222.24,5,0,8,968,1,0,0,0.304,69.57,-0.507,-0.0235,1.214,0.3333,0.9547,1,-0.0435,0,0,2.0458,347,187,1.3452,5,1,0.353,0.9403,0.0,5.62,0.406,0,2,Bored / Nothing to do,2,3,7,2,2,23,7,Work / Study,4,4,0.543
2,4,2025-11-20 22:34:33,22:34:35,2.03,Night,9.222,10.487,1.839,0.268,4,4,1,0,0,0,1.02,-1.0,-1.0,-1.0,0.4927,1,0,1,744,0.881,1,0,0,0,-1,0,0.0,1,0,0,3.78,0,1.64,9.51,7.87,1,0.0588,0.1346,1,1,2,84.6,0.14,0,0,SPEAKER,com.example.app,149.14,video,1,222.24,5,0,8,1512,1,0,1,1.13,86.96,0.372,-0.0235,1.214,0.25,1.1651,2,-0.0435,0,0,0.5378,445,189,1.3308,3,0,0.487,0.9403,0.0,5.82,0.628,0,2,Bored / Nothing to do,2,3,7,2,2,23,7,Work / Study,4,4,0.619
2,5,2025-11-20 22:34:35,22:34:37,2.408,Night,8.634,9.251,1.953,0.331,5,5,0,0,0,0,-1.0,-1.0,-1.0,-1.0,0.0,1,0,0,0,0.757,1,0,1,0,-1,0,0.0,0,0,0,6.37,0,1.64,0.0,-1.64,1,0.0908,0.0973,2,1,1,84.6,0.14,0,0,BLUETOOTH,com.example.app,173.27,other,1,222.24,5,0,14,1729,1,0,0,1.969,95.65,0.378,-0.0235,1.214,0.0,0.7994,2,-0.0435,0,0,1.3952,499,172,1.4141,4,0,0.4988,0.9403,0.0,6.38,0.561,0,2,Bored / Nothing to do,2,3,7,2,2,23,7,Before sleep,4,4,0.267
2,6,2025-11-20 22:34:37,22:34:38,1.08,Night,10.236,16.841,1.808,0.444,6,6,0,0,0,0,-1.0,-1.0,-1.0,-1.0,0.0,1,1,0,0,0.639,1,0,1,0,-1,0,0.0,1,0,0,3.77,0,1.64,2.91,1.27,1,0.1819,0.1348,2,1,1,84.6,0.14,1,0,SPEAKER,com.example.app,5.0,productivity,1,222.24,5,0,12,1376,1,0,0,-0.979,17.39,-1.328,-0.0235,1.214,0.0,0.813,2,-0.0435,0,0,0.5638,329,294,1.5775,4,0,0.4599,0.9403,0.0,6.42,0.496,0,2,Bored / Nothing to do,2,3,7,2,2,23,7,Work / Study,4,4,0.529
2,7,2025-11-20 22:34:38,22:34:39,1.157,Night,10.333,10.902,1.715,0.47,7,7,0,0,0,0,-1.0,-1.0,-1.0,-1.0,0.0,1,0,2,680,0.553,1,0,1,0,-1,0,0.0,0,0,0,4.26,0,1.64,9.31,7.67,1,0.1463,0.0406,0,1,2,84.6,0.14,1,0,BLUETOOTH,com.example.app,5.0,social,0,222.24,5,0,8,1232,1,1,1,-0.808,30.43,0.077,-0.0235,1.214,0.0,0.8111,2,-0.0435,0,0,1.4972,419,182,1.6412,1,1,0.3051,0.9403,0.0,6.39,0.391,0,2,Bored / Nothing to do,2,3,7,2,2,23,7,Before sleep,4,4,0.625
2,8,2025-11-20 22:34:39,22:34:41,1.616,Night,10.64,11.317,1.702,0.441,8,8,0,0,0,0,-1.0,-1.0,-1.0,-1.0,0.0,1,0,0,0,0.537,1,0,1,0,-1,0,0.0,0,0,0,3.22,0,1.64,0.0,-1.64,1,0.0646,0.0829,0,0,1,84.6,0.14,1,0,SPEAKER,com.example.app,69.6,productivity,1,222.24,5,0,5,939,1,1,0,0.211,65.22,0.459,-0.0235,1.214,0.0,0.3001,2,-0.0435,0,0,1.7548,351,201,1.4391,3,0,0.1389,0.9403,0.0,6.58,0.475,0,2,Bored / Nothing to do,2,3,7,2,2,23,7,Transit,4,4,0.329
2,9,2025-11-20 22:34:41,22:34:42,1.068,Night,9.566,10.69,1.632,0.461,9,9,0,0,0,0,-1.0,-1.0,-1.0,-1.0,0.0,1,1,1,878,0.468,1,0,0,0,-1,0,0.0,1,0,0,4.16,0,1.64,9.09,7.45,1,0.2271,0.0494,0,1,1,84.6,0.14,0,0,SPEAKER,com.example.app,98.47,productivity,0,222.24,5,0,13,1512,1,0,0,-1.006,13.04,-0.548,-0.0235,1.214,0.0,0.646,2,-0.0435,0,0,1.2118,393,244,1.3116,5,0,0.3958,0.9403,0.0,4.17,0.654,0,2,Bored / Nothing to do,2,3,7,2,2,23,7,Work / Study,4,4,0.328
2,10,2025-11-20 22:34:42,22:34:44,1.943,Night,9.575,12.043,1.663,0.447,10,8,0,0,0,0,-1.0,-1.0,-1.0,-1.0,0.0,1,0,1,547,0.453,1,0,0,0,-1,0,0.0,0,0,0,6.38,0,1.64,4.77,3.13,1,0.1106,0.1318,1,0,2,84.6,0.14,1,0,SPEAKER,com.example.app,154.2,productivity,0,222.24,5,0,8,855,1,0,0,0.937,82.61,0.875,-0.0235,1.214,0.0,1.1608,2,-0.0435,0,0,1.5076,315,177,1.5065,5,1,0.2316,0.9403,0.0,4.26,0.529,0,2,Bored / Nothing to do,2,3,7,2,2,23,7,Before sleep,4,4,0.21
2,11,2025-11-20 22:34:44,22:34:46,1.795,Night,10.139,12.491,1.675,0.428,11,11,0,0,0,0,-1.0,-1.0,-1.0,-1.0,0.0,1,0,0,0,0.564,1,0,1,0,-1,0,0.0,0,0,0,4.25,0,1.64,0.0,-1.64,1,0.1347,0.067,0,1,1,84.6,0.14,0,1,SPEAKER,com.example.app,19.16,social,0,222.24,5,0,9,1349,1,1,0,0.608,73.91,-0.148,-0.0235,1.214,0.0,0.4932,2,-0.0435,0,0,1.6311,236,142,1.4251,3,1,0.5976,0.9403,0.0,6.15,0.436,0,2,Bored / Nothing to do,2,3,7,2,2,23,7,Transit,4,4,0.281
2,12,2025-11-20 22:34:46,22:34:47,1.309,Night,10.58,10.857,1.644,0.422,12,12,0,0,0,0,-1.0,-1.0,-1.0,-1.0,0.0,1,0,0,0,0.836,1,0,1,0,-1,0,0.0,0,0,0,1.57,0,1.64,0.0,-1.64,1,0.2229,0.1024,1,1,1,84.6,0.14,0,0,SPEAKER,com.example.app,6.5,productivity,1,222.24,5,0,9,528,1,0,0,-0.471,39.13,-0.486,-0.0235,1.214,0.0,1.1569,2,-0.0435,0,0,0.5031,395,238,1.3245,3,0,0.3842,0.9403,0.0,3.79,0.554,0,2,Bored / Nothing to do,2,3,7,2,2,23,7,Before sleep,4,4,0.348
2,13,2025-11-20 22:34:47,22:34:48,1.461,Night,10.192,12.338,1.63,0.408,13,13,0,0,0,0,-1.0,-1.0,-1.0,-1.0,0.0,1,0,1,608,0.706,1,0,1,0,-1,0,0.0,0,0,0,4.97,0,1.64,0.0,-1.64,1,0.1413,0.1694,1,1,1,84.6,0.14,0,0,BLUETOOTH,com.example.app,137.31,other,1,222.24,5,0,10,1583,1,1,0,-0.133,52.17,0.152,-0.0235,1.214,0.0,0.789,2,-0.0435,0,0,0.8142,310,158,1.6289,1,0,0.1757,0.9403,0.0,5.67,0.459,0,2,Bored / Nothing to do,2,3,7,2,2,23,7,Work / Study,4,4,0.497
2,14,2025-11-20 22:34:48,22:34:50,1.198,Night,10.64,14.735,1.599,0.409,14,12,0,1,0,0,-1.0,0.25,-1.0,-1.0,0.8348,1,0,1,361,0.751,1,0,1,0,-1,1,4.59,0,0,0,1.61,0,1.64,0.0,-1.64,1,0.1397,0.1928,0,1,1,84.6,0.14,1,0,SPEAKER,com.example.app,5.0,social,0,222.24,5,0,9,834,1,0,1,-0.717,34.78,-0.263,-0.0235,1.214,0.0714,0.6579,2,-0.0435,0,0,0.2493,341,111,1.3373,4,1,0.2912,0.9403,0.0,5.08,0.722,0,2,Bored / Nothing to do,2,3,7,2,2,23,7,Work / Study,4,4,0.488
2,15,2025-11-20 22:34:50,22:34:51,1.387,Night,10.885,15.561,1.585,0.399,15,15,0,0,0,0,-1.0,-1.0,-1.0,-1.0,0.0,1,0,0,0,0.729,1,0,1,0,-1,1,1.27,1,0,0,1.62,0,1.64,0.0,-1.64,1,0.1451,0.1498,0,1,2,84.6,0.14,0,1,BLUETOOTH,com.example.app,82.67,productivity,1,222.24,5,0,7,934,1,1,0,-0.297,47.83,0.189,-0.0235,1.214,0.0,0.3086,2,-0.0435,0,0,0.4082,294,84,1.4189,7,0,0.4497,0.9403,0.0,3.86,0.515,0,2,Bored / Nothing to do,2,3,7,2,2,23,7,Before sleep,4,4,0.244
